,smiles,BBBP,group
259,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,1,valid
260,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,training
261,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
262,CC(=O)Nc1cccc(O)c1,1,training
263,CC(C)c1ccccc1OCC1=NCCN1,0,training
264,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,valid
265,CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1,training
266,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,1,test
267,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
268,c1ccc2cc(COC3CCNCC3)ccc2c1,1,training
269,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,test
270,COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,1,training
271,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,training
272,NC1CONC1=O,1,training
273,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,0,training
274,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,training
275,COC(=O)[C@@]1(O)CC[C@H]2C3CCC(=O)C4C(=O)C=CC4(C)[C@H]3C(O)CC21C,1,training
276,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,1,test
277,CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
278,O=c1ncnc2[nH][nH]cc1-2,0,training
279,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1,valid
280,CCC1(c2ccccc2)NC(=O)N(C)C1=O,1,training
281,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,1,training
282,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,1,training
283,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,training
284,OCC(O)C(O)C(O)C(O)CO,0,test
285,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1,training
286,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0,training
287,CC(C)NNC(=O)c1ccncc1,1,valid
288,C[C@@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1,1,training
289,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0,training
290,NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21,1,training
291,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1,1,training
292,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0,test
293,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,1,test
294,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1,training
295,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1,training
296,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0,test
297,CON=C(C#N)C1CN2CCC1CC2,1,training
298,CNC(C)C(=O)c1ccc(OC)cc1,0,training
299,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1,training
300,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1,training
301,CCOCC,1,training
302,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0,test
303,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1,test
304,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,test
305,CC(N)Cc1ccccc1,1,training
306,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1,training
307,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,0,training
308,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0,training
309,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,0,training
310,O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,1,training
311,CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,1,training
312,CN(C)CCON=C1c2ccccc2CCc2ccccc21,1,training
313,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,1,test
314,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1,training
315,CN(C)CCc1c[nH]c2ccc(O)cc12,1,valid
316,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,1,training
317,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1,training
318,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1,test
319,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,training
320,C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,1,training
321,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
322,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,training
323,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1,training
324,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1,training
325,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0,training
326,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1,training
327,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1,training
328,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,0,valid
329,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1,training
330,Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C,1,training
331,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,1,training
332,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,1,test
333,CN(C)CCC(c1ccccc1)C1CCCCC1,1,training
334,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,1,training
335,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,1,training
336,NC(N)=NCCN1CCCCCCC1,0,training
337,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1C(=O)CO,1,valid
338,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,1,training
339,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0,training
340,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0,training
341,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0,training
342,CN1CCCc2cccc(OCC3CNCCO3)c21,1,training
343,ClC=C(Cl)Cl,1,training
344,CN1C(=O)CC(c2ccccc2)C1=O,1,training
345,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1,training
346,Cc1ccc(C)cc1,1,training
347,CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,1,valid
348,CNCCC(Oc1ccccc1OC)c1ccccc1,1,training
349,O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,1,training
350,O=C1NC(=O)C2(CCc3ccccc3C2)N1,1,training
351,O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1,test
352,NC(CO)(CO)CO,0,training
353,C=CC(N)CCC(=O)O,1,training
354,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,1,test
355,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,1,training
356,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,valid
357,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,0,training
358,CC(Oc1cccc2ccccc12)/C(N)=N/O,1,training
359,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1,training
360,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1,training
361,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,1,training
362,COC(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(Cl)c(Cl)c1,0,training
363,CCC(Br)(C(N)=O)C(C)C,1,training
364,CC(C)N[C@H]1C2CCC(CC2)[C@]1(O)c1ccc(Cl)c(Cl)c1,1,training
365,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1,1,training
366,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,1,training
367,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,1,training
368,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1,training
369,O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl,1,training
370,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Nc3cnc(Nc4ccc(S(N)(=O)=O)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0,training
371,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1,training
372,C1CCCCC1,1,training
373,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,training
374,FC(F)OC(Cl)C(F)(F)F,1,training
375,CCC(C)CC,1,training
376,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,1,training
377,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,training
378,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1,test
379,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1,training
380,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,1,training
381,CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
382,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0,training
383,Fc1cccc(Br)c1NC1=NCCN1,1,training
384,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,training
385,Cc1cc(N/C(O)=C2\C(=O)c3ccccc3S(=O)(=O)N2C)no1,0,training
386,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,training
387,Nn1cnc2cc3ccccc3cc2c1=O,1,training
388,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,training
389,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1,training
390,OC(c1ccccc1)(c1ccccc1)C1CC1c1ccncc1,1,training
391,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1,valid
392,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
393,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,0,training
394,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1,training
395,CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,1,test
396,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,valid
397,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,1,training
398,OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1,1,training
399,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1,training
400,C[C@H](N)Cc1ccccc1,1,training
401,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,1,training
402,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0,training
403,CN(C)C1C(=O)/C(=C(/O)NCN2CCN(C(=N)N=C(N)N)CC2)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,0,training
404,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,1,training
405,O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,training
406,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0,training
407,NC(N)=O,1,training
408,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,1,training
409,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0,training
410,CCCCCCSc1nsnc1C1=CCCN(C)C1,1,training
411,CC(C)O,1,training
412,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,1,training
413,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
414,COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,training
415,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0,training
416,CCC(C)C(CC)C(N)=O,1,training
417,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,1,training
418,CCN(CC)C(=S)SSC(=S)N(CC)CC,1,test
419,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1,training
420,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,1,test
421,Nc1[nH]c(=O)ncc1F,1,training
422,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,1,training
423,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,test
424,CN1CCN(c2ccccc2Cc2ccccc2)CC1,1,training
425,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2,1,training
426,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1,test
427,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0,training
428,O=C1NCCNC1c1cccs1,1,valid
429,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,1,training
430,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0,valid
431,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0,training
432,CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1,0,training
433,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@H]2SC1,0,training
434,CNCCCC1c2ccccc2C=Cc2ccccc21,1,training
435,CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)c4cccc(S(=O)(=O)O)c4)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12,1,training
436,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,training
437,CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,training
438,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,training
439,Cc1cccc(C)c1NC1=NCCCS1,1,training
440,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1,training
441,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1,training
442,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,1,training
443,C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,1,training
444,CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,1,training
445,CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@@H](O)C2)C1,0,training
446,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,1,training
447,Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,1,training
448,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0,training
449,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
450,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,training
451,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1,valid
452,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,1,training
453,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,1,valid
454,c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,1,test
455,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,1,training
456,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,1,training
457,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,1,training
458,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,test
459,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,1,training
460,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,training
461,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,1,test
462,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,1,training
463,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1,training
464,CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2[C@H]1C(=O)O,0,training
465,CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,1,training
466,CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC(C(=O)O)C2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
467,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0,training
468,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
469,Cc1nccnc1N1CCCCC1,1,training
470,CC(C)c1cccc(C(C)C)c1O,1,valid
471,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,1,training
472,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,1,training
473,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,training
474,CCC(C)C(CC)C(=O)NC(N)=O,1,valid
475,CC(Cc1ccccc1)N(C)Cc1ccco1,1,valid
476,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1,test
477,CCNC1(c2cccs2)CCCCC1=O,1,valid
478,[C-]#[N+]C(=C\c1ccc(O)cc1)/C(=C/c1ccc(O)cc1)[N+]#[C-],0,test
479,CNCC12CCC(c3ccccc31)c1ccccc12,1,test
480,Cc1cc(NC(=O)c2c(C)cccc2C)no1,1,training
481,CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1,training
482,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,training
483,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C)[C@@H](O)[C@H]1C)O2,0,training
484,O=c1ccc2ccccc2o1,0,training
485,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1,test
486,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,1,training
487,CC(C)(O)C(C)(O)c1cccc(Cl)c1,1,test
488,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,training
489,C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0,training
490,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,test
491,CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,1,valid
492,CCOC(=O)c1ccc(N)cc1,1,valid
493,O=c1[nH]c2cc(Cl)ccc2o1,1,test
494,CC(=O)Nc1ccc(OC(C)(C)C)cc1,1,training
495,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,1,training
496,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1,training
497,CN1CCOC(c2ccccc2)c2ccccc2C1,1,training
498,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,1,training
499,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1,training
500,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
501,CN1CC=C(c2ccccc2)CC1,1,training
502,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,1,test
503,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1,training
504,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1,test
505,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,0,training
506,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,1,test
507,O=C(c1cccnc1)N1CCOCC1,1,training
508,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0,training
509,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,1,valid
510,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1,valid
511,CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,1,training
512,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1,training
513,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,1,training
514,C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,training
515,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,1,training
